자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-54613,2024-06-30 23:10:21,2915,서울과학기술대학교(어학교육원),0,2024-06-30 23:22:22,01684,태릉입구역 5번출구,0,12,2204.49,1997,M,내국인,ST-2081,ST-1474,일반자전거
SPB-69393,2024-06-30 23:12:43,2015,신대방삼거리역 6번출구쪽,0,2024-06-30 23:22:22,04569,힐스테이트클래시안아파트,0,9,1950.13,1976,\N,내국인,ST-728,ST-2819,일반자전거
SPB-55349,2024-06-30 22:42:31,1231,잠실역 6번출구,0,2024-06-30 23:22:22,04913,레베쌍트 빌딩 앞,0,39,4851.75,2002,\N,내국인,ST-840,ST-3111,일반자전거
SPB-54271,2024-06-30 21:20:49,1153,"발산역 1번, 9번 인근 대여소",0,2024-06-30 23:22:23,\N,\N,\N,5,283.0,1998,\N,내국인,ST-1065,\N,일반자전거
SPB-69594,2024-06-30 22:46:54,769,CBS방송국 앞,0,2024-06-30 23:22:23,00701,목동사거리 부근,0,35,1800.0,1999,\N,내국인,ST-1995,ST-309,일반자전거
SPB-44083,2024-06-30 22:50:23,348,독립문역 사거리,0,2024-06-30 23:22:23,00147,마포역 4번출구 뒤,0,32,4548.11,1970,M,내국인,ST-183,ST-205,일반자전거
SPB-45468,2024-06-30 23:15:41,1744,도봉소방서 옆,0,2024-06-30 23:22:24,04065,창동역 1번출구 앞,0,6,1415.14,1979,M,내국인,ST-2089,ST-2726,일반자전거
SPB-52769,2024-06-30 22:33:53,341,혜화역 3번출구 뒤,0,2024-06-30 23:22:24,01380,월곡역 5번출구 앞,0,48,8372.33,1996,\N,내국인,ST-157,ST-2222,일반자전거
SPB-54618,2024-06-30 23:15:26,1153,"발산역 1번, 9번 인근 대여소",0,2024-06-30 23:22:24,03798,그랜드아이파크아파트 앞,0,6,1330.0,1999,\N,내국인,ST-1065,ST-2557,일반자전거
SPB-60796,2024-06-30 22:40:15,1231,잠실역 6번출구,0,2024-06-30 23:22:25,04913,레베쌍트 빌딩 앞,0,42,4801.31,2001,M,내국인,ST-840,ST-3111,일반자전거
SPB-65299,2024-06-30 23:18:48,3763,등촌태영아파트,0,2024-06-30 23:22:25,01118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),0,3,280.0,1967,M,내국인,ST-2479,ST-516,일반자전거
SPB-43604,2024-06-30 23:18:39,2369,KT선릉타워,0,2024-06-30 23:22:26,04906,섬유센터 앞,0,3,751.07,1992,\N,내국인,ST-1178,ST-3077,일반자전거
SPB-60942,2024-06-30 23:20:32,743,현대6차아파트 101동 옆,0,2024-06-30 23:22:28,01967,참새공원(백곡경노당),0,1,0.0,1997,,내국인,ST-1014,ST-1229,일반자전거
SPB-50601,2024-06-30 22:59:42,911,은평평화공원(역촌역4번출구),0,2024-06-30 23:22:28,00943,은평구청 보건소,0,22,826.37,1994,\N,내국인,ST-459,ST-1029,일반자전거
SPB-69291,2024-06-30 23:22:04,4484,잠실나루역4번출구뒤,0,2024-06-30 23:22:29,04484,잠실나루역4번출구뒤,0,0,0.0,1995,\N,내국인,ST-2594,ST-2594,일반자전거
SPB-34731,2024-06-30 23:06:52,2255,양재시민의숲역 1번출구,0,2024-06-30 23:22:30,02248,서초리슈빌S 글로벌 앞,0,15,2301.35,1994,M,내국인,ST-772,ST-929,일반자전거
SPB-69164,2024-06-30 22:20:01,3575,자양사거리(서원빌딩),0,2024-06-30 23:22:31,03575,자양사거리(서원빌딩),0,62,5335.44,1996,M,내국인,ST-2314,ST-2314,일반자전거
SPB-50893,2024-06-30 22:57:01,3416,동묘앞역 6번출구,0,2024-06-30 23:22:32,00383,신당역 12번 출구 뒤,0,25,1170.0,1999,\N,내국인,ST-1813,ST-198,일반자전거
SPB-55560,2024-06-30 23:14:36,2721,등촌1-10단지 교차로,0,2024-06-30 23:22:32,02715,마곡나루역 2번 출구,0,7,1299.88,1989,\N,내국인,ST-2037,ST-2031,일반자전거
SPB-66532,2024-06-30 23:15:02,3569,건대병원후문,0,2024-06-30 23:22:32,03520,광진경찰서,0,7,1404.85,1994,M,내국인,ST-2308,ST-1378,일반자전거
SPB-66515,2024-06-30 22:03:26,1547,꿈의숲 롯데캐슬,0,2024-06-30 23:22:32,03725,강북 청소년 문화정보도서관 앞,0,79,1352.49,1990,M,내국인,ST-1724,ST-3193,일반자전거
SPB-54429,2024-06-30 22:49:02,2728,마곡나루역 3번 출구,0,2024-06-30 23:22:33,01177,수명중?고교,0,33,1787.24,1998,\N,내국인,ST-2045,ST-1514,일반자전거
SPB-46125,2024-06-30 23:17:32,668,서울축산농협(장안지점),0,2024-06-30 23:22:33,00652,답십리 래미안엘파인아파트 입구,0,5,993.63,\N,M,내국인,ST-2268,ST-1447,일반자전거
SPB-52242,2024-06-30 23:09:17,2315,봉은사역 5번출구 옆,0,2024-06-30 23:22:34,02637,아시아지하보도 14번 출구,0,13,1950.0,1996,M,내국인,ST-799,ST-1864,일반자전거
SPB-51566,2024-06-30 22:40:42,497,합정동주민센터 앞,0,2024-06-30 23:22:35,02003,사육신공원앞,0,41,9060.0,1991,\N,내국인,ST-2156,ST-877,일반자전거
SPB-80474,2024-06-30 23:20:13,543,구의공원(테크노마트 앞),99,2024-06-30 23:22:35,03886,광진구 민방위교육센터,99,2,0.0,1989,F,내국인,ST-255,ST-3012,새싹자전거
SPB-45134,2024-06-30 23:16:26,374,청구역 2번출구 앞,0,2024-06-30 23:22:36,00374,청구역 2번출구 앞,0,6,1101.76,1998,\N,내국인,ST-189,ST-189,일반자전거
SPB-43462,2024-06-30 23:19:28,2143,서울산업정보학교,0,2024-06-30 23:22:36,02139,서울신성초등학교,0,3,459.99,1985,M,내국인,ST-886,ST-951,일반자전거
SPB-54362,2024-06-30 23:18:49,2701,마곡나루역 5번출구 뒤편,0,2024-06-30 23:22:36,01162,공항초등학교건너편,0,3,665.64,1996,\N,내국인,ST-1718,ST-1253,일반자전거
SPB-69334,2024-06-30 22:19:26,4058,다락원체육공원 전망대 입구,0,2024-06-30 23:22:36,04116,이문e편한세상아파트 앞,0,63,10450.0,1974,F,내국인,ST-2723,ST-2505,일반자전거
SPB-35202,2024-06-30 23:20:02,1372,KEB은행 고대점,0,2024-06-30 23:22:37,01354,고려대학교 2번출구,0,2,624.93,2000,\N,내국인,ST-1636,ST-1317,일반자전거
SPB-67873,2024-06-30 23:14:15,1262,송파여성문화회관 앞,0,2024-06-30 23:22:38,02632,석촌고분역 2번 출구,0,8,1310.0,1995,\N,내국인,ST-1081,ST-1859,일반자전거
SPB-81448,2024-06-30 23:08:54,2315,봉은사역 5번출구 옆,99,2024-06-30 23:22:38,02637,아시아지하보도 14번 출구,99,13,2320.0,1997,\N,내국인,ST-799,ST-1864,새싹자전거
SPB-35865,2024-06-30 23:21:15,3757,신방화역 6번출구,0,2024-06-30 23:22:39,03756,마곡힐스테이트 정문,0,1,0.0,1988,,내국인,ST-2857,ST-2477,일반자전거
SPB-83625,2024-06-30 23:13:22,4274,신촌 파랑고래 입구,99,2024-06-30 23:22:40,04220,신촌 청년주택,99,9,1260.0,\N,\N,비회원,ST-3140,ST-2975,새싹자전거
SPB-42950,2024-06-30 22:28:36,2173,당곡사거리,0,2024-06-30 23:22:41,02109,은천로입구 가로공원,0,54,6146.91,1990,M,내국인,ST-1268,ST-882,일반자전거
SPB-43439,2024-06-30 23:13:04,4713,현대 뜨레비앙 아파트 앞,0,2024-06-30 23:22:41,00331,을지로2가 사거리 북측,0,9,1091.72,1995,M,내국인,ST-2623,ST-147,일반자전거
SPB-50913,2024-06-30 22:53:46,3936,힐스테이트 신도림역,0,2024-06-30 23:22:41,01908,해원리바파크 육교 밑,0,28,2765.21,2004,\N,내국인,ST-3303,ST-666,일반자전거
SPB-42951,2024-06-30 22:40:11,182,망원2빗물펌프장 앞,0,2024-06-30 23:22:42,04605,"노들섬 다목적홀(동쪽) 숲, 앞",0,42,7682.44,2002,F,내국인,ST-340,ST-2438,일반자전거
SPB-64299,2024-06-30 23:10:54,1295,잠실역 8번출구,0,2024-06-30 23:22:42,04868,석촌호수 서호 남단,0,11,1041.74,1992,F,내국인,ST-1584,ST-2833,일반자전거
SPB-39420,2024-06-30 22:55:26,540,군자역 7번출구 베스트샵 앞,0,2024-06-30 23:22:42,00602,장안동 사거리,0,27,3031.49,1975,F,내국인,ST-253,ST-262,일반자전거
SPB-32666,2024-06-30 22:09:39,1122,황금내근린공원,0,2024-06-30 23:22:42,01120,대림경동아파트앞,0,73,17291.54,1989,M,내국인,ST-520,ST-518,일반자전거
SPB-40096,2024-06-30 23:22:32,731,서울시 도로환경관리센터,0,2024-06-30 23:22:43,00731,서울시 도로환경관리센터,0,0,0.0,2005,F,내국인,ST-1002,ST-1002,일반자전거
SPB-43086,2024-06-30 23:08:03,4951,강동농협 버스정류소 앞(광채빌라),0,2024-06-30 23:22:44,03663,암사정수센터교차로(강동롯데캐슬퍼스트아파트),0,14,1630.17,1964,F,내국인,ST-3147,ST-2737,일반자전거
SPB-31902,2024-06-30 23:12:15,663,외대앞역 3번출구,0,2024-06-30 23:22:45,04114,휘경여중고삼거리,0,10,1525.12,2001,M,내국인,ST-1671,ST-2560,일반자전거
SPB-51417,2024-06-30 23:00:44,2246,서울시 품질시험소 앞,0,2024-06-30 23:22:46,02336,강남세브란스교차로  래미안그레이튼 104동 앞,0,22,4130.0,2001,M,내국인,ST-889,ST-819,일반자전거
SPB-30816,2024-06-30 23:16:07,1473,중랑역 1번 출구(중화문화복지센터),0,2024-06-30 23:22:50,01429,장안중학교,0,6,824.19,\N,M,내국인,ST-2294,ST-854,일반자전거
SPB-51723,2024-06-30 23:16:12,2033,사당동 아르테스 웨딩앞,0,2024-06-30 23:22:52,02032,이수역 11번출구쪽,0,6,452.38,1993,M,내국인,ST-729,ST-923,일반자전거
SPB-52808,2024-06-30 22:51:59,2269,주홍교 하부,0,2024-06-30 23:22:52,02548,반포1동 자율방범초소 옆,0,30,4830.0,\N,M,내국인,ST-1161,ST-2415,일반자전거
SPB-53467,2024-06-30 23:12:44,982,녹번초등학교(서오릉로),0,2024-06-30 23:22:53,00956,응암시장교차로,0,10,1460.0,2000,,내국인,ST-2250,ST-1331,일반자전거
SPB-37327,2024-06-30 22:40:38,371,동대입구역 6번출구 뒤,0,2024-06-30 23:22:56,06057,을지로5가(방산시장),0,42,2873.23,\N,\N,외국인,ST-186,ST-3291,일반자전거
SPB-39294,2024-06-30 22:51:26,2230,이수역 4번 출구,0,2024-06-30 23:22:58,02230,이수역 4번 출구,0,31,5646.7,\N,M,내국인,ST-760,ST-760,일반자전거
SPB-30849,2024-06-30 23:13:20,2641,송파역 4번출구,0,2024-06-30 23:22:58,04854,가락시장역 2번 출구,0,9,962.94,2000,\N,내국인,ST-1793,ST-2606,일반자전거
SPB-70070,2024-06-30 22:53:40,4267,서대문역 2번 출구,0,2024-06-30 23:22:58,00358,성균관대입구 사거리 A,0,29,4498.51,\N,\N,비회원,ST-3051,ST-173,일반자전거
SPB-45008,2024-06-30 23:17:34,2033,사당동 아르테스 웨딩앞,0,2024-06-30 23:22:59,02032,이수역 11번출구쪽,0,5,560.01,\N,F,내국인,ST-729,ST-923,일반자전거
SPB-51197,2024-06-30 22:23:41,2525,반포쇼핑타운 2동 앞,0,2024-06-30 23:22:59,02525,반포쇼핑타운 2동 앞,0,59,4688.26,\N,M,내국인,ST-1910,ST-1910,일반자전거
SPB-51259,2024-06-30 23:18:00,3776,김포공항사거리,0,2024-06-30 23:23:00,03778,김포공항입구 교차로,0,5,683.77,1978,M,내국인,ST-2484,ST-2486,일반자전거
SPB-69625,2024-06-30 22:10:01,1925,동양미래대학교 정문 옆,0,2024-06-30 23:23:01,\N,\N,\N,70,4099.0,2003,M,내국인,ST-919,\N,일반자전거
SPB-38279,2024-06-30 23:16:58,2110,조원동 미성아파트,0,2024-06-30 23:23:02,01841,가산동 주민센터,0,6,912.9,1995,M,내국인,ST-950,ST-1142,일반자전거
SPB-39367,2024-06-30 22:49:58,2178,서울대학교 정문,0,2024-06-30 23:23:02,02178,서울대학교 정문,0,33,3180.15,1969,F,내국인,ST-1547,ST-1547,일반자전거
SPB-41304,2024-06-30 23:14:51,2335,3호선 매봉역 3번출구앞,0,2024-06-30 23:23:02,02340,삼호물산버스정류장(23370) 옆,0,8,1166.01,1977,M,내국인,ST-818,ST-821,일반자전거
SPB-52560,2024-06-30 22:36:42,2177,신대방역 2번 출구,0,2024-06-30 23:23:05,00747,목동3단지 상가,0,46,9777.46,1996,\N,내국인,ST-1546,ST-1018,일반자전거
SPB-40922,2024-06-30 22:59:02,4813,망우지구대,0,2024-06-30 23:23:05,04840,서울시 북부병원 앞,0,24,2612.06,2006,M,내국인,ST-2636,ST-3035,일반자전거
SPB-81751,2024-06-30 23:15:35,2728,마곡나루역 3번 출구,99,2024-06-30 23:23:05,02719,마곡문화공원,99,7,1060.0,1995,\N,내국인,ST-2045,ST-2035,새싹자전거
SPB-43002,2024-06-30 22:04:16,1686,상계주공10단지 종합상가 앞,0,2024-06-30 23:23:05,04077,도봉제1교,0,78,13890.42,2000,\N,내국인,ST-1476,ST-2799,일반자전거
SPB-43586,2024-06-30 22:23:18,2525,반포쇼핑타운 2동 앞,0,2024-06-30 23:23:07,02525,반포쇼핑타운 2동 앞,0,59,4829.97,1996,F,내국인,ST-1910,ST-1910,일반자전거
SPB-53623,2024-06-30 22:58:46,659,제기동역 1번출구,0,2024-06-30 23:23:10,00615,용두동 래미안허브리츠아파트 앞,0,24,1499.17,2006,M,내국인,ST-1631,ST-274,일반자전거
SPB-69007,2024-06-30 22:34:47,2050,노량진역 5번출구,0,2024-06-30 23:23:11,00182,망원2빗물펌프장 앞,0,48,10018.35,1998,\N,내국인,ST-699,ST-340,일반자전거
SPB-64930,2024-06-30 22:57:22,3533,건대입구역 사거리(롯데백화점),0,2024-06-30 23:23:11,03570,구의역 리버비스타 오피스텔,0,25,2590.0,1986,F,내국인,ST-1660,ST-2309,일반자전거
SPB-32698,2024-06-30 21:17:05,612,시립동부병원 앞 사거리,0,2024-06-30 23:23:12,01308,안암로터리 버스정류장 앞,0,126,1525.27,1996,\N,내국인,ST-271,ST-827,일반자전거
SPB-65991,2024-06-30 22:28:25,3009,홍대입구역 사거리,0,2024-06-30 23:23:13,03103,홍제삼거리 북측,0,54,9550.0,2000,\N,내국인,ST-2167,ST-1491,일반자전거
SPB-55297,2024-06-30 23:06:54,4419,성북구 한예종 캠퍼스 본관,0,2024-06-30 23:23:13,04116,이문e편한세상아파트 앞,0,16,1924.14,1999,M,내국인,ST-3038,ST-2505,일반자전거
SPB-69801,2024-06-30 23:18:09,6171,월드빌딩 앞,0,2024-06-30 23:23:14,02712,화곡터널입구교차로,0,5,674.26,2001,M,내국인,ST-3276,ST-2028,일반자전거
SPB-35020,2024-06-30 22:16:17,4077,도봉제1교,0,2024-06-30 23:23:17,01729,도봉한신아파트 버스정류장,0,67,8747.55,1978,F,내국인,ST-2799,ST-1461,일반자전거
SPB-65614,2024-06-30 22:09:14,1512,강북중학교 앞,0,2024-06-30 23:23:17,01540,가오리역,0,74,7417.62,2001,M,내국인,ST-862,ST-1390,일반자전거
SPB-30825,2024-06-30 23:20:35,3681,길동 마루빌딩,0,2024-06-30 23:23:18,01076,천동초교입구사거리 버스정류장(십자성마을 방면),0,2,0.0,1990,M,내국인,ST-2749,ST-1837,일반자전거
SPB-69500,2024-06-30 23:14:28,1906,신도림역 1번 출구 앞,0,2024-06-30 23:23:19,03907,신도림7차e편한세상아파트 806동 앞,0,8,660.0,2001,M,내국인,ST-664,ST-2559,일반자전거
SPB-44788,2024-06-30 22:16:38,4077,도봉제1교,0,2024-06-30 23:23:21,01729,도봉한신아파트 버스정류장,0,66,8751.62,1977,M,내국인,ST-2799,ST-1461,일반자전거
SPB-52562,2024-06-30 22:41:08,371,동대입구역 6번출구 뒤,0,2024-06-30 23:23:22,06057,을지로5가(방산시장),0,42,2606.91,\N,\N,외국인,ST-186,ST-3291,일반자전거
SPB-32593,2024-06-30 23:16:06,731,서울시 도로환경관리센터,0,2024-06-30 23:23:22,00726,목동3단지 시내버스정류장,0,7,1036.7,1995,\N,내국인,ST-1002,ST-997,일반자전거
SPB-34832,2024-06-30 23:13:45,4007,노원 을지대학교 병원,0,2024-06-30 23:23:22,04031,청암예술학교 앞,0,9,1668.09,1986,M,내국인,ST-2702,ST-2729,일반자전거
SPB-51921,2024-06-30 22:20:10,1394,길음뉴타운 래미안9단지,0,2024-06-30 23:23:25,04418,종암동 동덕여대 제2생활관 앞,0,63,2954.86,2003,M,내국인,ST-2235,ST-3046,일반자전거
SPB-34634,2024-06-30 22:58:48,991,흥국사 정류장,0,2024-06-30 23:23:26,00991,흥국사 정류장,0,24,2040.22,1972,M,내국인,ST-2259,ST-2259,일반자전거
SPB-45511,2024-06-30 23:12:32,719,홍익병원앞 교차로,0,2024-06-30 23:23:26,02737,까치산역 3번 출구,0,10,1830.72,2007,M,내국인,ST-431,ST-2054,일반자전거
SPB-31334,2024-06-30 23:02:53,4862,성내교 남단,0,2024-06-30 23:23:27,03700,강변그대가리버뷰 입구 맞은편,0,20,4269.44,1992,F,내국인,ST-2756,ST-3098,일반자전거
SPB-64464,2024-06-30 23:18:43,3785,마곡14단지 1408동앞,0,2024-06-30 23:23:27,02718,마곡수명산파크1단지,0,4,910.0,2000,M,내국인,ST-2832,ST-2034,일반자전거
SPB-32589,2024-06-30 23:09:36,796,목동아파트 14단지 B상가 앞,0,2024-06-30 23:23:28,01929,고척근린공원 고척도서관 앞,0,13,2406.45,1977,M,내국인,ST-2397,ST-676,일반자전거
SPB-53436,2024-06-30 23:17:42,3879,중랑천 뚝방길 산책로 입구,0,2024-06-30 23:23:29,03517,용마사거리,0,5,594.03,1978,M,내국인,ST-2843,ST-1266,일반자전거
SPB-56651,2024-06-30 22:58:33,1530,광산사거리,0,2024-06-30 23:23:30,01532,번3동 주민센터 교차로,0,24,2810.0,1975,F,내국인,ST-1104,ST-1106,일반자전거
SPB-40490,2024-06-30 23:16:27,4175,대방역2번출구,0,2024-06-30 23:23:31,02050,노량진역 5번출구,0,7,1232.47,1990,M,내국인,ST-2803,ST-699,일반자전거
SPB-35848,2024-06-30 23:19:52,1447,면목역 3번출구,0,2024-06-30 23:23:31,04819,면목동 새싹어린이공원 앞,0,3,781.17,1963,M,내국인,ST-1098,ST-2846,일반자전거
SPB-67347,2024-06-30 22:55:16,4527,목동신시가지아파트6단지,0,2024-06-30 23:23:31,01182,KBS 스포츠월드,0,28,4440.0,2007,M,내국인,ST-2774,ST-1519,일반자전거
SPB-56045,2024-06-30 22:47:11,4388,하우스디세종타워 앞,0,2024-06-30 23:23:31,01447,면목역 3번출구,0,36,6730.0,2001,F,내국인,ST-3136,ST-1098,일반자전거
SPB-64474,2024-06-30 22:55:03,2824,미래사랑어린이공원 앞,0,2024-06-30 23:23:32,02175,신림동걷고싶은문화의거리입구,0,28,6167.02,1985,M,내국인,ST-1964,ST-1270,일반자전거
SPB-63884,2024-06-30 22:45:49,2524,반포쇼핑타운 8동 앞,0,2024-06-30 23:23:33,02003,사육신공원앞,0,37,6783.38,2004,M,내국인,ST-1909,ST-877,일반자전거
SPB-38121,2024-06-30 23:12:10,236,문래동자이아파트 앞,0,2024-06-30 23:23:33,00279,영등포 푸르지오 아파트 B,0,11,1303.96,1977,M,내국인,ST-285,ST-1353,일반자전거
SPB-33480,2024-06-30 22:33:47,275,신동아아파트,0,2024-06-30 23:23:33,00275,신동아아파트,0,49,2638.0,\N,M,내국인,ST-1320,ST-1320,일반자전거
SPB-55006,2024-06-30 23:09:47,1173,강서구청사거리(SH타워),0,2024-06-30 23:23:33,01159,서서울모터리움 앞,0,13,1400.0,1997,M,내국인,ST-1510,ST-1250,일반자전거
SPB-51093,2024-06-30 23:18:35,287,영등포전화국사거리 (서강어린이공원),0,2024-06-30 23:23:35,00247,당산역 10번출구 앞,0,5,1088.9,2007,M,내국인,ST-1653,ST-295,일반자전거
SPB-57703,2024-06-30 22:53:02,1657,노원구청,0,2024-06-30 23:23:38,01650,중계근린공원내,0,30,2500.0,2004,,내국인,ST-1125,ST-1118,일반자전거
SPB-41124,2024-06-30 23:18:28,4820,망우역 2번 출구,0,2024-06-30 23:23:39,04825,신내동 벽산아파트 후문 앞,0,5,926.51,1992,F,내국인,ST-2860,ST-2906,일반자전거
SPB-32434,2024-06-30 22:58:34,768,목동5단지아파트 501동,0,2024-06-30 23:23:39,04520,대성유니드아파트,0,25,4766.91,2004,M,내국인,ST-1994,ST-2770,일반자전거
SPB-38505,2024-06-30 23:16:46,1078,둔촌사거리,0,2024-06-30 23:23:39,01208,풍납현대아파트쉼터,0,6,1641.85,2006,M,내국인,ST-1839,ST-541,일반자전거
SPB-55201,2024-06-30 23:23:32,3785,마곡14단지 1408동앞,0,2024-06-30 23:23:41,03785,마곡14단지 1408동앞,0,0,0.0,2000,F,내국인,ST-2832,ST-2832,일반자전거
SPB-42981,2024-06-30 22:29:26,4564,63스퀘어,0,2024-06-30 23:23:43,00249,여의도중학교 옆,0,54,6614.07,1998,\N,내국인,ST-2814,ST-297,일반자전거
SPB-35979,2024-06-30 21:34:43,2176,보라매공원 보도육교,0,2024-06-30 23:23:43,02228,뒷벌공원 옆,0,109,23912.95,1998,M,내국인,ST-1357,ST-758,일반자전거
SPB-39617,2024-06-30 23:19:02,3570,구의역 리버비스타 오피스텔,0,2024-06-30 23:23:43,03886,광진구 민방위교육센터,0,4,703.88,2001,\N,내국인,ST-2309,ST-3012,일반자전거
SPB-40338,2024-06-30 23:09:55,567,성수역 2번출구 앞,0,2024-06-30 23:23:44,00501,광진구의회 앞,0,13,1230.87,1997,M,내국인,ST-368,ST-98,일반자전거
SPB-56938,2024-06-30 23:12:18,2728,마곡나루역 3번 출구,0,2024-06-30 23:23:44,03775,가양오토갤러리,0,11,2640.0,2004,F,내국인,ST-2045,ST-2483,일반자전거
SPB-60850,2024-06-30 22:46:40,543,구의공원(테크노마트 앞),0,2024-06-30 23:23:44,01029,성내어울터,0,37,4123.38,1988,F,내국인,ST-255,ST-1046,일반자전거
SPB-51788,2024-06-30 23:15:50,1076,천동초교입구사거리 버스정류장(십자성마을 방면),0,2024-06-30 23:23:45,01048,둔촌어린이공원,0,7,1059.87,1999,M,내국인,ST-1837,ST-1370,일반자전거
SPB-64461,2024-06-30 22:51:32,2217,아크로리버뷰 부지 앞,0,2024-06-30 23:23:45,02217,아크로리버뷰 부지 앞,0,32,6900.0,1994,M,내국인,ST-749,ST-749,일반자전거
SPB-38040,2024-06-30 23:02:41,475,DDP 패션몰,0,2024-06-30 23:23:46,01363,보문4교 인근,0,21,2602.84,1969,F,내국인,ST-1781,ST-1455,일반자전거
SPB-60430,2024-06-30 21:16:52,5868,로프트시티오피스텔,0,2024-06-30 23:23:46,00207,여의나루역 1번출구 앞,0,126,3400.84,1998,\N,내국인,ST-3238,ST-73,일반자전거
SPB-56060,2024-06-30 22:35:17,2215,반포종합운동장 입구,0,2024-06-30 23:23:47,02219,"고속터미널역 8-1번, 8-2번 출구 사이",0,48,4460.0,1998,\N,내국인,ST-928,ST-750,일반자전거
SPB-62952,2024-06-30 23:10:26,1125,명덕고교입구(영종빌딩),0,2024-06-30 23:23:47,01186,송정중학교,0,13,1964.91,1976,M,내국인,ST-835,ST-1647,일반자전거
SPB-31585,2024-06-30 23:19:57,1029,성내어울터,0,2024-06-30 23:23:48,01028,포레스 주상복합 빌딩,0,3,523.06,1969,M,내국인,ST-1046,ST-1045,일반자전거
