자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-35356,2024-06-30 23:39:26,106,합정역 7번출구 앞,0,2024-06-30 23:54:09,00244,영등포삼환아파트 앞,0,14,2158.21,\N,\N,내국인,ST-8,ST-293,일반자전거
SPB-30494,2024-06-30 23:05:19,2054,삼익아파트,0,2024-06-30 23:54:10,02058,동작경찰서,0,48,8125.32,1996,F,내국인,ST-700,ST-1150,일반자전거
SPB-32250,2024-06-30 23:40:55,5765,삼전동주민센터 건너편,0,2024-06-30 23:54:11,02658,가락몰 업무동,0,13,2877.77,1990,M,내국인,ST-3162,ST-2409,일반자전거
SPB-34662,2024-06-30 23:38:22,680,꿈마루어린이도서관 앞,0,2024-06-30 23:54:13,01473,중랑역 1번 출구(중화문화복지센터),0,15,2309.63,1997,F,내국인,ST-2280,ST-2294,일반자전거
SPB-44476,2024-06-30 23:15:07,383,신당역 12번 출구 뒤,0,2024-06-30 23:54:13,01319,종암사거리 분수대,0,39,5034.36,1986,M,내국인,ST-198,ST-564,일반자전거
SPB-57581,2024-06-30 22:59:46,202,국민일보 앞,0,2024-06-30 23:54:14,00729,서부식자재마트 건너편,0,54,12071.13,2000,\N,내국인,ST-47,ST-1000,일반자전거
SPB-57599,2024-06-30 23:41:09,1655,공릉1단지아파트,0,2024-06-30 23:54:14,01606,태릉입구역 3번출구,0,13,1431.1,2004,F,내국인,ST-1123,ST-602,일반자전거
SPB-70434,2024-06-30 23:48:41,1504,삼양시장오거리,0,2024-06-30 23:54:15,01501,"미아역 3번,4번 출구 사이",0,5,771.85,1996,F,내국인,ST-644,ST-948,일반자전거
SPB-32287,2024-06-30 23:46:15,3966,독산역1번출구 B,0,2024-06-30 23:54:15,01841,가산동 주민센터,0,8,1121.23,1997,F,내국인,ST-2642,ST-1142,일반자전거
SPB-31138,2024-06-30 23:28:04,230,영등포구청역 1번출구,0,2024-06-30 23:54:17,00765,오목교역 3번출구,0,26,2402.54,2005,F,내국인,ST-413,ST-1731,일반자전거
SPB-50702,2024-06-30 23:47:18,1411,상봉시장앞 교차로 한성빌딩 앞,0,2024-06-30 23:54:20,01414,사가정역 2번출구,0,7,1291.09,2003,M,내국인,ST-912,ST-849,일반자전거
SPB-41160,2024-06-30 23:51:43,3417,창신3동주민센터,0,2024-06-30 23:54:20,03416,동묘앞역 6번출구,0,2,567.42,1983,M,내국인,ST-1814,ST-1813,일반자전거
SPB-52650,2024-06-30 23:44:01,1996,구일역 1번 출입구 앞,0,2024-06-30 23:54:20,02820,신세기아파트 앞,0,10,1766.73,2006,M,내국인,ST-1531,ST-1960,일반자전거
SPB-43757,2024-06-30 23:00:05,240,문래역 4번출구 앞,0,2024-06-30 23:54:20,03221,서울특별시 남부교육지원청,0,54,1117.01,1972,\N,내국인,ST-289,ST-1992,일반자전거
SPB-52845,2024-06-30 23:24:44,4217,한강공원 망원나들목,0,2024-06-30 23:54:21,04659,신진과학기술고등학교 버스정류장(응암시장 방면),0,29,5086.79,1999,M,내국인,ST-2905,ST-2777,일반자전거
SPB-57768,2024-06-30 23:54:12,1360,정릉역,0,2024-06-30 23:54:21,01360,정릉역,0,0,0.0,1995,\N,내국인,ST-1386,ST-1386,일반자전거
SPB-44944,2024-06-30 22:54:07,1244,문정 법조단지8,0,2024-06-30 23:54:21,03651,개포동역 4번출구,0,60,11183.19,1993,M,내국인,ST-904,ST-3049,일반자전거
SPB-66065,2024-06-30 23:49:25,2054,삼익아파트,0,2024-06-30 23:54:23,02002,노들역 1번출구,0,4,880.0,1993,M,내국인,ST-700,ST-683,일반자전거
SPB-44005,2024-06-30 23:43:53,1204,거여역 3번출구,0,2024-06-30 23:54:24,01280,송파파크데일 2단지입구 앞 주차장,0,10,1023.14,2000,M,내국인,ST-930,ST-1411,일반자전거
SPB-41876,2024-06-30 23:28:41,2915,서울과학기술대학교(어학교육원),0,2024-06-30 23:54:25,02915,서울과학기술대학교(어학교육원),0,25,3181.26,2004,M,내국인,ST-2081,ST-2081,일반자전거
SPB-58094,2024-06-30 23:40:42,450,효자동 삼거리,0,2024-06-30 23:54:25,00450,효자동 삼거리,0,13,967.46,1977,M,내국인,ST-978,ST-978,일반자전거
SPB-42117,2024-06-30 23:30:52,1385,성신여대입구역 3번출구 앞,0,2024-06-30 23:54:26,01385,성신여대입구역 3번출구 앞,0,23,0.0,1998,M,내국인,ST-2226,ST-2226,일반자전거
SPB-67210,2024-06-30 23:48:19,1152,마곡역교차로,0,2024-06-30 23:54:26,02745,수명초등학교,0,6,845.96,2067,F,내국인,ST-1064,ST-2412,일반자전거
SPB-33399,2024-06-30 22:17:16,701,목동사거리 부근,0,2024-06-30 23:54:27,00701,목동사거리 부근,0,97,1664.92,2009,M,내국인,ST-309,ST-309,일반자전거
SPB-65578,2024-06-30 23:35:51,1461,동양엔파트 앞,0,2024-06-30 23:54:30,04825,신내동 벽산아파트 후문 앞,0,18,3440.09,2005,M,내국인,ST-2282,ST-2906,일반자전거
SPB-33929,2024-06-30 23:39:47,614,용두동 사거리,0,2024-06-30 23:54:30,00431,청계천 영도교,0,14,1902.83,1977,F,내국인,ST-273,ST-1440,일반자전거
SPB-32619,2024-06-30 22:39:20,292,영일 어린이공원,0,2024-06-30 23:54:30,00292,영일 어린이공원,0,75,12767.73,2007,M,내국인,ST-1700,ST-1700,일반자전거
SPB-47572,2024-06-30 23:32:01,3559,성동구민종합체육센터 앞,0,2024-06-30 23:54:31,00583,청계천 생태교실 앞,0,22,3390.0,2005,\N,내국인,ST-2341,ST-376,일반자전거
SPB-36285,2024-06-30 23:43:52,4136,롯데캐슬SKY-L65 D동 앞,0,2024-06-30 23:54:31,04108,답십리파크자이아파트 앞,0,10,1693.21,1999,M,내국인,ST-3286,ST-2501,일반자전거
SPB-56315,2024-06-30 23:07:01,2170,조원동 강남힐병원,0,2024-06-30 23:54:33,00781,신정보도육교 아래,0,47,6590.0,1985,\N,내국인,ST-1265,ST-2007,일반자전거
SPB-43954,2024-06-30 23:28:56,4042,상계문화정보도서관,0,2024-06-30 23:54:34,01637,KT 전화국 버스정류장 옆,0,25,3651.74,1997,,내국인,ST-2914,ST-611,일반자전거
SPB-66649,2024-06-30 23:41:59,782,서남병원 후문,0,2024-06-30 23:54:34,04510,신정네거리역 교차로,0,12,2710.0,1969,,내국인,ST-2008,ST-2762,일반자전거
SPB-38940,2024-06-30 23:04:39,244,영등포삼환아파트 앞,0,2024-06-30 23:54:37,00283,아크로타워 스퀘어(영등포시장),0,49,6859.0,1991,M,내국인,ST-293,ST-1649,일반자전거
SPB-37631,2024-06-30 23:48:06,3881,신자초교입구 교차로,0,2024-06-30 23:54:38,03533,건대입구역 사거리(롯데백화점),0,6,1038.1,2000,F,내국인,ST-2865,ST-1660,일반자전거
SPB-60305,2024-06-30 23:49:25,1478,홈플러스 상봉점 앞,0,2024-06-30 23:54:39,01404,동일로 지하차도,0,5,1060.0,2001,M,내국인,ST-2299,ST-599,일반자전거
SPB-66652,2024-06-30 22:31:27,1024,강동구청 앞,0,2024-06-30 23:54:39,01024,강동구청 앞,0,83,1615.34,1998,\N,내국인,ST-1041,ST-1041,일반자전거
SPB-46861,2024-06-30 23:39:58,934,신사동 성당,0,2024-06-30 23:54:41,00909,백련산 힐스테이트 3차,0,14,1734.1,2000,M,내국인,ST-1020,ST-457,일반자전거
SPB-46130,2024-06-30 23:52:32,1686,상계주공10단지 종합상가 앞,0,2024-06-30 23:54:43,01690,도봉운전면허시험장 버스정류장 옆,0,2,390.0,1983,M,내국인,ST-1476,ST-1641,일반자전거
SPB-52455,2024-06-30 23:34:52,183,하늘채코오롱아파트 건너편,0,2024-06-30 23:54:43,00188,홍은동 정원여중 입구,0,19,3684.32,2002,\N,내국인,ST-341,ST-346,일반자전거
SPB-83897,2024-06-30 23:54:34,279,영등포 푸르지오 아파트 B,99,2024-06-30 23:54:44,00279,영등포 푸르지오 아파트 B,99,0,0.0,1996,F,내국인,ST-1353,ST-1353,새싹자전거
SPB-56174,2024-06-30 23:48:45,1914,대림역4번출구,0,2024-06-30 23:54:44,03905,희훈타워빌 앞,0,5,1024.85,1991,\N,내국인,ST-918,ST-2465,일반자전거
SPB-69661,2024-06-30 22:29:44,549,아차산역 3번출구,0,2024-06-30 23:54:45,03533,건대입구역 사거리(롯데백화점),0,85,3124.34,1995,F,내국인,ST-259,ST-1660,일반자전거
SPB-52807,2024-06-30 23:48:17,3671,둔촌동역교차로,0,2024-06-30 23:54:46,03682,길동 동호빌딩,0,6,1445.99,2001,M,내국인,ST-2742,ST-2750,일반자전거
SPB-64205,2024-06-30 23:46:47,4541,갈산문화예술센터,0,2024-06-30 23:54:47,00781,신정보도육교 아래,0,8,1071.1,2007,F,내국인,ST-3089,ST-2007,일반자전거
SPB-34182,2024-06-30 23:41:02,4178,이수성결교회 옆,0,2024-06-30 23:54:50,02060,남성역3번출구 뒤,0,13,1845.88,\N,M,내국인,ST-3065,ST-1152,일반자전거
SPB-37871,2024-06-30 23:51:11,574,아차산역4번출구,0,2024-06-30 23:54:50,03500,군자역2번출구,0,3,999.06,2005,M,내국인,ST-385,ST-983,일반자전거
SPB-67643,2024-06-30 23:15:35,780,신정교 하부,0,2024-06-30 23:54:50,02815,항동지구 7단지 정문,0,39,9845.52,1997,\N,내국인,ST-2006,ST-1955,일반자전거
SPB-37356,2024-06-30 23:53:16,703,오목교역 7번출구 앞,0,2024-06-30 23:54:51,04508,유원목동아파트 103동 앞,0,1,447.75,1998,F,내국인,ST-311,ST-2760,일반자전거
SPB-57021,2024-06-30 23:39:18,934,신사동 성당,0,2024-06-30 23:54:51,00909,백련산 힐스테이트 3차,0,15,1891.11,2000,\N,내국인,ST-1020,ST-457,일반자전거
SPB-42852,2024-06-30 23:18:46,3511,응봉역 1번출구,0,2024-06-30 23:54:52,00678,장안힐스테이트(아) 앞,0,36,7394.86,1969,F,내국인,ST-1195,ST-2278,일반자전거
SPB-67801,2024-06-30 23:49:56,2258,구룡사 삼거리,0,2024-06-30 23:54:57,04317,양재근린공원,0,5,1095.22,1970,M,내국인,ST-775,ST-2668,일반자전거
SPB-58056,2024-06-30 23:40:02,934,신사동 성당,0,2024-06-30 23:54:57,00909,백련산 힐스테이트 3차,0,14,1899.01,2000,M,내국인,ST-1020,ST-457,일반자전거
SPB-41262,2024-06-30 23:25:35,3415,동대문역6번출구,0,2024-06-30 23:54:58,00635,시조사 앞,0,29,4751.71,1985,M,내국인,ST-1812,ST-402,일반자전거
SPB-69390,2024-06-30 23:42:11,1153,"발산역 1번, 9번 인근 대여소",0,2024-06-30 23:54:58,01110,공항중학교앞,0,12,1973.45,2001,M,내국인,ST-1065,ST-828,일반자전거
SPB-65050,2024-06-30 23:18:20,383,신당역 12번 출구 뒤,0,2024-06-30 23:54:58,00383,신당역 12번 출구 뒤,0,36,790.8,1990,\N,내국인,ST-198,ST-198,일반자전거
SPB-69652,2024-06-30 23:28:15,1650,중계근린공원내,0,2024-06-30 23:54:59,01650,중계근린공원내,0,26,211.68,2008,M,내국인,ST-1118,ST-1118,일반자전거
SPB-49316,2024-06-30 23:43:39,1251,석촌역 2번출구,0,2024-06-30 23:54:59,01220,잠실근린공원,0,11,2265.17,1995,M,내국인,ST-1070,ST-546,일반자전거
SPB-56470,2024-06-30 23:50:28,1112,마곡엠밸리4단지 정문,0,2024-06-30 23:55:00,03772,길성그랑프리텔아파트,0,4,737.11,1994,\N,내국인,ST-513,ST-2482,일반자전거
SPB-60711,2024-06-30 23:31:10,539,군자교교차로,0,2024-06-30 23:55:01,00670,삼육서울병원 버스정류장,0,23,4792.19,1993,M,내국인,ST-252,ST-2270,일반자전거
SPB-54819,2024-06-30 23:46:16,4540,목동역 3번 출구,0,2024-06-30 23:55:01,00731,서울시 도로환경관리센터,0,8,1129.24,1966,M,내국인,ST-3104,ST-1002,일반자전거
SPB-53054,2024-06-30 23:54:48,540,군자역 7번출구 베스트샵 앞,0,2024-06-30 23:55:01,00540,군자역 7번출구 베스트샵 앞,0,0,0.0,1988,M,내국인,ST-253,ST-253,일반자전거
SPB-63447,2024-06-30 23:49:39,4414,안암역 3번 출구,0,2024-06-30 23:55:02,00609,제기2교,0,5,600.0,1999,M,내국인,ST-2935,ST-269,일반자전거
SPB-69802,2024-06-30 23:47:53,1652,파르코 앞,0,2024-06-30 23:55:02,01672,상계동수락리버시티,0,7,1030.0,1999,M,내국인,ST-1120,ST-1289,일반자전거
SPB-48776,2024-06-30 23:41:57,4804,동서울농협 앞,0,2024-06-30 23:55:05,01455,상봉역 2번 출구,0,13,1200.0,1999,F,내국인,ST-2630,ST-1375,일반자전거
SPB-50528,2024-06-30 23:41:11,1451,중랑세무서,0,2024-06-30 23:55:05,00635,시조사 앞,0,13,1881.67,\N,\N,비회원,ST-1334,ST-402,일반자전거
SPB-53847,2024-06-30 23:35:29,2910,도깨비시장,0,2024-06-30 23:55:05,01669,중계역 3번출구,0,19,2585.45,1998,\N,내국인,ST-2076,ST-1286,일반자전거
SPB-30736,2024-06-30 23:51:21,4566,대림성원상떼빌아파트,0,2024-06-30 23:55:06,03203,도림동배드민턴체육관,0,3,331.15,2008,F,내국인,ST-2816,ST-1974,일반자전거
SPB-67042,2024-06-30 23:50:05,739,신월사거리,0,2024-06-30 23:55:07,02711,가로공원공영주차장 1번 출구,0,5,1260.0,2007,M,내국인,ST-1010,ST-2027,일반자전거
SPB-45435,2024-06-30 23:16:30,609,제기2교,0,2024-06-30 23:55:07,01514,강북구청 사거리 버스정류소 앞,0,38,6441.48,2006,M,내국인,ST-269,ST-646,일반자전거
SPB-46213,2024-06-30 23:17:32,5333,노원역9번-10번 출구 앞,0,2024-06-30 23:55:09,05323,하계역 4번출구 앞,0,37,3890.0,2005,F,내국인,ST-3288,ST-3256,일반자전거
SPB-42177,2024-06-30 23:39:28,559,왕십리역 4번 출구 건너편,0,2024-06-30 23:55:10,04128,종암초등학교 뒤(새울센스빌),0,15,2961.05,2000,\N,내국인,ST-360,ST-3155,일반자전거
SPB-31802,2024-06-30 23:52:12,1914,대림역4번출구,0,2024-06-30 23:55:10,01985,구로도서관,0,2,549.86,1996,F,내국인,ST-918,ST-1275,일반자전거
SPB-69519,2024-06-30 22:32:53,3215,강변삼성래미안,0,2024-06-30 23:55:11,00829,한강대교 북단 교차로,0,82,7716.93,1968,M,내국인,ST-1986,ST-1326,일반자전거
SPB-43477,2024-06-30 23:45:28,1564,419민주묘지역 1번출구,0,2024-06-30 23:55:11,01742,북한산 코오롱 하늘채,0,9,1409.74,2007,M,내국인,ST-2133,ST-1726,일반자전거
SPB-41607,2024-06-30 23:41:10,549,아차산역 3번출구,0,2024-06-30 23:55:12,00540,군자역 7번출구 베스트샵 앞,0,14,1802.38,\N,M,내국인,ST-259,ST-253,일반자전거
SPB-35190,2024-06-30 23:12:41,4481,올림픽공원 북2문 B,0,2024-06-30 23:55:13,01207,마천중앙시장,0,42,4339.61,1962,M,내국인,ST-2592,ST-738,일반자전거
SPB-69169,2024-06-30 23:04:39,1337,돈암성당 옆,0,2024-06-30 23:55:13,01388,돈암초교입구 버스정류장(한성대입구역 방면),0,50,1335.46,1985,\N,내국인,ST-1201,ST-2229,일반자전거
SPB-50032,2024-06-30 23:55:04,650,중랑교사거리,0,2024-06-30 23:55:13,00650,중랑교사거리,0,0,0.0,\N,\N,비회원,ST-1302,ST-1302,일반자전거
SPB-54367,2024-06-30 23:11:11,3505,신양초교앞 교차로,0,2024-06-30 23:55:13,00516,광진메디칼 앞,0,44,2108.47,2001,M,내국인,ST-988,ST-114,일반자전거
SPB-68953,2024-06-30 23:52:16,1407,먹골역 1번출구 뒤,0,2024-06-30 23:55:16,01471,동양쇼핑 정류소 앞,0,3,410.0,1964,M,내국인,ST-847,ST-2292,일반자전거
SPB-58275,2024-06-30 23:55:03,2116,에이스에이존빌딩,0,2024-06-30 23:55:16,02116,에이스에이존빌딩,0,0,0.0,2001,M,내국인,ST-717,ST-717,일반자전거
SPB-41670,2024-06-30 23:48:40,3881,신자초교입구 교차로,0,2024-06-30 23:55:18,00588,뚝섬 유원지역,0,6,898.75,2004,\N,내국인,ST-2865,ST-483,일반자전거
SPB-31613,2024-06-30 23:42:00,2727,서울식물원 잔디마당 앞,0,2024-06-30 23:55:20,02718,마곡수명산파크1단지,0,13,1119.6,2006,M,내국인,ST-2044,ST-2034,일반자전거
SPB-53494,2024-06-30 23:51:59,1125,명덕고교입구(영종빌딩),0,2024-06-30 23:55:20,02739,수명산파크1단지교차로,0,3,735.87,2000,M,내국인,ST-835,ST-2056,일반자전거
SPB-83762,2024-06-30 23:07:35,4387,성수역 1번출구 주변,99,2024-06-30 23:55:23,04373,서울숲 지식산업센터,99,47,1210.0,1995,\N,내국인,ST-3121,ST-3002,새싹자전거
SPB-36988,2024-06-30 23:11:38,241,신길우성1차아파트 앞 공원,0,2024-06-30 23:55:24,00213,KT앞,0,43,13290.95,1999,M,내국인,ST-290,ST-59,일반자전거
SPB-44826,2024-06-30 23:08:16,4014,당고개역 3번 출구,0,2024-06-30 23:55:24,04029,청소년수련관 후문,0,47,3945.08,1969,\N,내국인,ST-2707,ST-2718,일반자전거
SPB-47992,2024-06-30 23:43:44,4543,오목교역 6번 출구,0,2024-06-30 23:55:25,00768,목동5단지아파트 501동,0,11,1580.0,\N,\N,내국인,ST-3163,ST-1994,일반자전거
SPB-42187,2024-06-30 23:49:34,2033,사당동 아르테스 웨딩앞,0,2024-06-30 23:55:26,02060,남성역3번출구 뒤,0,5,1376.35,1997,\N,내국인,ST-729,ST-1152,일반자전거
SPB-52246,2024-06-30 23:48:36,1961,신도림테크노근린공원,0,2024-06-30 23:55:29,03214,영등포 푸르지오 아파트 A,0,6,1112.22,1995,\N,내국인,ST-1223,ST-1985,일반자전거
SPB-37415,2024-06-30 23:41:36,1996,구일역 1번 출입구 앞,0,2024-06-30 23:55:30,01937,한진아파트 입구,0,13,1971.98,2005,M,내국인,ST-1531,ST-679,일반자전거
SPB-57236,2024-06-30 23:40:25,1996,구일역 1번 출입구 앞,0,2024-06-30 23:55:30,01937,한진아파트 입구,0,15,2990.0,2005,M,내국인,ST-1531,ST-679,일반자전거
SPB-62485,2024-06-30 23:50:42,2914,서울과학기술대학교(미래관),0,2024-06-30 23:55:31,02915,서울과학기술대학교(어학교육원),0,4,695.78,2002,M,내국인,ST-2080,ST-2081,일반자전거
SPB-68780,2024-06-30 23:38:31,213,KT앞,0,2024-06-30 23:55:31,00222,시범아파트버스정류장 옆,0,17,2656.56,1999,\N,내국인,ST-59,ST-68,일반자전거
SPB-37849,2024-06-30 22:36:02,1514,강북구청 사거리 버스정류소 앞,0,2024-06-30 23:55:31,01514,강북구청 사거리 버스정류소 앞,0,79,12113.28,2000,M,내국인,ST-646,ST-646,일반자전거
SPB-67802,2024-06-30 23:48:42,1414,사가정역 2번출구,0,2024-06-30 23:55:33,01440,면목2동 사거리,0,6,1151.31,2008,F,내국인,ST-849,ST-942,일반자전거
SPB-66080,2024-06-30 23:43:33,1455,상봉역 2번 출구,0,2024-06-30 23:55:33,04826,홈플러스 면목점,0,12,1870.0,1990,\N,내국인,ST-1375,ST-2904,일반자전거
SPB-38562,2024-06-30 23:43:12,4811,한양수자인아파트 앞,0,2024-06-30 23:55:33,01477,면목삼익아파트 앞,0,12,1397.9,\N,M,내국인,ST-2634,ST-2298,일반자전거
SPB-66610,2024-06-30 23:42:31,583,청계천 생태교실 앞,0,2024-06-30 23:55:34,00614,용두동 사거리,0,13,2060.0,\N,F,내국인,ST-376,ST-273,일반자전거
SPB-81677,2024-06-30 23:52:25,543,구의공원(테크노마트 앞),99,2024-06-30 23:55:34,00551,구의삼성쉐르빌 앞,99,3,455.03,\N,M,내국인,ST-255,ST-377,새싹자전거
SPB-52844,2024-06-30 23:51:58,358,성균관대입구 사거리 A,0,2024-06-30 23:55:35,00356,KT혜화지사 앞,0,3,849.84,1998,F,내국인,ST-173,ST-172,일반자전거
SPB-61274,2024-06-30 23:42:30,583,청계천 생태교실 앞,0,2024-06-30 23:55:40,00614,용두동 사거리,0,13,2117.88,\N,M,내국인,ST-376,ST-273,일반자전거
SPB-55085,2024-06-30 23:26:45,1297,석촌호수교차로(동호 팔각정 앞),0,2024-06-30 23:55:41,04488,"문현중,고등학교 사이",0,28,4198.26,1991,F,내국인,ST-1586,ST-2597,일반자전거
SPB-41233,2024-06-30 23:40:17,4255,래미안 루센티아 아파트 108동 앞,0,2024-06-30 23:55:41,03132,홍제교,0,15,4041.92,\N,\N,내국인,ST-2897,ST-2217,일반자전거
SPB-56451,2024-06-30 23:46:15,1814,두산위브아파트 옆 상가건물 앞,0,2024-06-30 23:55:42,01833,독산역 1번출구 A,0,9,1770.0,1992,,내국인,ST-625,ST-639,일반자전거
SPB-65942,2024-06-30 23:08:52,726,목동3단지 시내버스정류장,0,2024-06-30 23:55:43,02177,신대방역 2번 출구,0,46,10660.0,1997,F,내국인,ST-997,ST-1546,일반자전거
SPB-45383,2024-06-30 23:48:50,1865,금천구청앞(M빌딩),0,2024-06-30 23:55:44,01855,성지아파트 옆 도로변,0,6,1200.03,1996,M,내국인,ST-1936,ST-1536,일반자전거
SPB-46029,2024-06-30 23:18:33,4267,서대문역 2번 출구,0,2024-06-30 23:55:47,04715,돈의문 박물관 마을,0,37,4730.0,1982,M,내국인,ST-3051,ST-2923,일반자전거
SPB-69153,2024-06-30 22:41:52,2080,대방지하보도(대방동경남아너스빌아파트),0,2024-06-30 23:55:50,02016,신대방삼거리역 3번출구쪽,0,73,8970.0,2002,F,내국인,ST-2353,ST-688,일반자전거
SPB-38198,2024-06-30 23:41:11,1869,롯데캐슬골드파크3차 301동 앞,0,2024-06-30 23:55:51,03963,에이스 하드웨어(시흥대로 396) 앞,0,14,1080.61,2007,M,내국인,ST-1940,ST-2641,일반자전거
SPB-52579,2024-06-30 23:49:48,1690,도봉운전면허시험장 버스정류장 옆,0,2024-06-30 23:55:52,01691,노원정보도서관,0,6,942.62,1997,M,내국인,ST-1641,ST-1642,일반자전거
SPB-36189,2024-06-30 21:46:42,588,뚝섬 유원지역,0,2024-06-30 23:55:52,00548,자양나들목,0,129,814.32,1993,M,내국인,ST-483,ST-258,일반자전거
SPB-38109,2024-06-30 23:47:26,411,DMC홍보관,0,2024-06-30 23:55:53,04685,DMC역 5번 출구(수색역 방향),0,8,872.15,1987,M,내국인,ST-90,ST-3095,일반자전거
SPB-70368,2024-06-30 21:18:53,2525,반포쇼핑타운 2동 앞,0,2024-06-30 23:55:53,02214,신반포역 2번출구 앞,0,157,2079.59,2007,M,내국인,ST-1910,ST-748,일반자전거
SPB-64065,2024-06-30 23:45:02,3966,독산역1번출구 B,0,2024-06-30 23:55:55,01865,금천구청앞(M빌딩),0,10,1509.25,1991,\N,내국인,ST-2642,ST-1936,일반자전거
SPB-33459,2024-06-30 23:51:28,4381,더스페이스타워 앞,0,2024-06-30 23:55:57,00508,성수아카데미타워 앞,0,4,1186.46,\N,M,내국인,ST-3042,ST-105,일반자전거
SPB-41581,2024-06-30 23:44:15,4453,위례중앙푸르지오 201동 앞,0,2024-06-30 23:55:57,04895,송파레이크힐 상가,0,11,2244.18,1992,F,내국인,ST-2572,ST-2988,일반자전거
SPB-47951,2024-06-30 23:47:14,4383,푸조비즈타워 앞,0,2024-06-30 23:55:57,00589,성수역3번출구,0,8,825.37,1963,M,내국인,ST-3044,ST-506,일반자전거
SPB-68523,2024-06-30 23:44:50,284,센트럴 푸르지오 시티 앞,0,2024-06-30 23:55:58,04571,문래동롯데캐슬아파트,0,11,1620.68,2004,\N,내국인,ST-1650,ST-2820,일반자전거
SPB-65108,2024-06-30 23:50:42,933,역촌종합시장 버스정류장(예일여고 방면),0,2024-06-30 23:56:00,00996,응암역2번출구 국민은행 앞,0,5,1573.84,1974,\N,내국인,ST-481,ST-2264,일반자전거
SPB-62059,2024-06-30 23:16:53,583,청계천 생태교실 앞,0,2024-06-30 23:56:00,01531,미아사거리 1번 출구,0,39,6266.88,1973,\N,내국인,ST-376,ST-1105,일반자전거
SPB-68982,2024-06-30 23:50:16,5314,월계1동주민센터 앞,0,2024-06-30 23:56:01,04024,꿈의숲 SK뷰 아파트,0,5,1330.0,1993,F,내국인,ST-3122,ST-2714,일반자전거
SPB-34158,2024-06-30 23:53:02,1663,동해문화예술관앞,0,2024-06-30 23:56:01,01601,석계역 문화광장 내 자전거 보관소,0,2,0.0,2000,\N,내국인,ST-1280,ST-600,일반자전거
SPB-39622,2024-06-30 23:47:05,1009,천호역4번출구(현대백화점),0,2024-06-30 23:56:02,01011,LIGA 아파트 앞,0,9,1067.03,1993,F,내국인,ST-493,ST-495,일반자전거
SPB-61727,2024-06-30 23:34:05,4217,한강공원 망원나들목,0,2024-06-30 23:56:02,03002,벽산상암스마트큐브,0,21,2582.87,1998,\N,내국인,ST-2905,ST-2160,일반자전거
SPB-67392,2024-06-30 23:46:20,1126,우장산역 1번출구옆(우장산아이파크105동앞),0,2024-06-30 23:56:02,03770,남부순환로 205,0,9,1819.84,1981,M,내국인,ST-523,ST-2752,일반자전거
SPB-55130,2024-06-30 23:39:56,634,외국어대 정문 앞,0,2024-06-30 23:56:04,00634,외국어대 정문 앞,0,16,2190.02,1997,M,내국인,ST-401,ST-401,일반자전거
SPB-48948,2024-06-30 21:23:03,1017,둔촌고교입구 교차로(길동주민센터 방면),0,2024-06-30 23:56:04,04262,서대문자연사박물관 입구,0,153,32950.0,1999,,내국인,ST-501,ST-2990,일반자전거
SPB-56539,2024-06-30 23:45:51,1381,석계역 4번출구 뒤,0,2024-06-30 23:56:09,04041,공릉역3번출구,0,10,1520.0,2002,F,내국인,ST-2223,ST-2896,일반자전거
SPB-63328,2024-06-30 23:40:03,3534,건대입구역 5번출구 뒤,0,2024-06-30 23:56:10,03882,자양2동 주민센터,0,16,2119.73,2001,\N,내국인,ST-1661,ST-2891,일반자전거
SPB-64973,2024-06-30 23:42:23,723,SBS방송국,0,2024-06-30 23:56:11,04527,목동신시가지아파트6단지,0,13,1369.78,1979,M,내국인,ST-994,ST-2774,일반자전거
SPB-33471,2024-06-30 23:35:13,4179,보라매병원역 1번출구,0,2024-06-30 23:56:11,03311,서울대입구역 4번 출구,0,20,3311.33,1999,M,내국인,ST-3105,ST-2394,일반자전거
SPB-31290,2024-06-30 23:41:30,4528,양천구청역 1번출구,0,2024-06-30 23:56:12,04510,신정네거리역 교차로,0,14,1904.97,1969,M,내국인,ST-2692,ST-2762,일반자전거
SPB-69544,2024-06-30 23:47:50,1075,천동초교 삼거리,0,2024-06-30 23:56:13,01017,둔촌고교입구 교차로(길동주민센터 방면),0,8,1210.0,\N,M,내국인,ST-1836,ST-501,일반자전거
SPB-53369,2024-06-30 23:51:43,905,구파발역 2번출구,0,2024-06-30 23:56:13,04686,우물골 근린공원,0,4,630.0,1996,M,내국인,ST-453,ST-3126,일반자전거
SPB-67259,2024-06-30 23:52:35,1685,불암고등학교 앞 횡단보도,0,2024-06-30 23:56:13,01665,양지근린공원앞,0,3,444.5,2006,M,내국인,ST-1475,ST-1282,일반자전거
SPB-30710,2024-06-30 23:54:11,1029,성내어울터,0,2024-06-30 23:56:14,01028,포레스 주상복합 빌딩,0,2,0.0,\N,M,내국인,ST-1046,ST-1045,일반자전거
SPB-36153,2024-06-30 23:42:26,284,센트럴 푸르지오 시티 앞,0,2024-06-30 23:56:14,00262,영문초등학교 사거리,0,13,1907.42,1995,,내국인,ST-1650,ST-416,일반자전거
